'1605931769','BVG Wi-Fi','00:81:C4:91:05:C0','1','-75','0', '0'
'1605931769','qwerz','00:81:C4:91:05:C2','1','-74','3', '0'
'1605931769','BVG Wi-Fi','00:81:C4:E7:18:A0','11','-76','0', '0'
'1605931769','qwerz','00:81:C4:E7:18:A2','11','-76','3', '0'
'1605931774','BVG Wi-Fi','00:81:C4:91:05:C0','1','-70','0', '0'
'1605931774','qwerz','00:81:C4:91:05:C2','1','-71','3', '0'
'1605931774','BVG Wi-Fi','00:81:C4:E7:18:A0','11','-75','0', '0'
'1605931774','qwerz','00:81:C4:E7:18:A2','11','-75','3', '0'
'1605931780','BVG Wi-Fi','00:81:C4:91:05:C0','1','-75','0', '0'
'1605931780','qwerz','00:81:C4:91:05:C2','1','-75','3', '0'
'1605931780','BVG Wi-Fi','00:81:C4:E7:18:A0','11','-78','0', '0'
'1605931780','qwerz','00:81:C4:E7:18:A2','11','-78','3', '0'
'1605931785','BVG Wi-Fi','00:81:C4:91:05:C0','1','-76','0', '0'
'1605931785','qwerz','00:81:C4:91:05:C2','1','-75','3', '0'
'1605931785','qwerz','00:81:C4:E7:18:A2','11','-84','3', '0'
'1605931785','BVG Wi-Fi','00:81:C4:E7:18:A0','11','-82','0', '0'
'1605931791','qwerz','00:81:C4:91:05:C2','1','-82','3', '0'
'1605931791','BVG Wi-Fi','00:81:C4:91:05:C0','1','-84','0', '0'
'1605931791','qwerz','00:81:C4:E7:18:A2','11','-86','3', '0'
'1605931791','BVG Wi-Fi','00:81:C4:E7:18:A0','11','-90','0', '0'
'1605931796','qwerz','00:81:C4:91:05:C2','1','-81','3', '0'
'1605931796','BVG Wi-Fi','00:81:C4:91:05:C0','1','-81','0', '0'
'1605931796','qwerz','00:81:C4:E7:18:A2','11','-86','3', '0'
'1605931796','BVG Wi-Fi','00:81:C4:E7:18:A0','11','-86','0', '0'
'1605931801','BVG Wi-Fi','00:81:C4:91:05:C0','1','-78','0', '0'
'1605931802','qwerz','00:81:C4:91:05:C2','1','-78','3', '0'
'1605931802','BVG Wi-Fi','00:81:C4:E7:18:A0','11','-73','0', '0'
'1605931802','qwerz','00:81:C4:E7:18:A2','11','-72','3', '0'
'1605931807','qwerz','00:81:C4:91:05:C2','1','-78','3', '0'
'1605931807','BVG Wi-Fi','00:81:C4:91:05:C0','1','-77','0', '0'
'1605931807','qwerz','00:81:C4:E7:18:A2','11','-70','3', '0'
'1605931807','BVG Wi-Fi','00:81:C4:E7:18:A0','11','-70','0', '0'
'1605931813','qwerz','00:81:C4:91:05:C2','1','-81','3', '0'
'1605931813','BVG Wi-Fi','00:81:C4:91:05:C0','1','-83','0', '0'
'1605931813','BVG Wi-Fi','00:81:C4:E7:18:A0','11','-70','0', '0'
'1605931813','qwerz','00:81:C4:E7:18:A2','11','-71','3', '0'
'1605931818','qwerz','00:81:C4:91:05:C2','1','-81','3', '0'
'1605931820','BVG Wi-Fi','00:81:C4:91:05:C0','1','-80','0', '0'
'1605931820','BVG Wi-Fi','00:81:C4:E7:18:A0','11','-71','0', '0'
'1605931820','qwerz','00:81:C4:E7:18:A2','11','-71','3', '0'
'1605931825','BVG Wi-Fi','00:81:C4:91:05:C0','1','-74','0', '0'
'1605931825','qwerz','00:81:C4:91:05:C2','1','-78','3', '0'
'1605931825','BVG Wi-Fi','00:81:C4:E7:18:A0','11','-62','0', '0'
'1605931826','qwerz','00:81:C4:E7:18:A2','11','-63','3', '0'
'1605931831','BVG Wi-Fi','00:81:C4:91:05:C0','1','-78','0', '0'
'1605931831','qwerz','00:81:C4:91:05:C2','1','-77','3', '0'
'1605931831','qwerz','00:81:C4:E7:18:A2','11','-69','3', '0'
'1605931831','BVG Wi-Fi','00:81:C4:E7:18:A0','11','-65','0', '0'
'1605931837','BVG Wi-Fi','00:81:C4:91:05:C0','1','-69','0', '0'
'1605931837','qwerz','00:81:C4:91:05:C2','1','-67','3', '0'
'1605931837','BVG Wi-Fi','00:81:C4:E7:18:A0','11','-64','0', '0'
'1605931837','qwerz','00:81:C4:E7:18:A2','11','-63','3', '0'
'1605931842','BVG Wi-Fi','00:81:C4:91:05:C0','1','-60','0', '0'
'1605931842','qwerz','00:81:C4:91:05:C2','1','-60','3', '0'
'1605931842','BVG Wi-Fi','00:81:C4:E7:18:A0','11','-36','0', '0'
'1605931843','qwerz','00:81:C4:E7:18:A2','11','-35','3', '0'
'1605931848','BVG Wi-Fi','00:81:C4:91:05:C0','1','-68','0', '0'
'1605931848','qwerz','00:81:C4:91:05:C2','1','-69','3', '0'
'1605931848','BVG Wi-Fi','00:81:C4:E7:18:A0','11','-62','0', '0'
'1605931848','qwerz','00:81:C4:E7:18:A2','11','-63','3', '0'
'1605931854','BVG Wi-Fi','00:81:C4:91:05:C0','1','-63','0', '0'
'1605931854','qwerz','00:81:C4:91:05:C2','1','-63','3', '0'
'1605931854','BVG Wi-Fi','00:81:C4:E7:18:A0','11','-68','0', '0'
'1605931854','qwerz','00:81:C4:E7:18:A2','11','-66','3', '0'
'1605931859','BVG Wi-Fi','00:81:C4:91:05:C0','1','-75','0', '0'
'1605931859','qwerz','00:81:C4:91:05:C2','1','-73','3', '0'
'1605931860','BVG Wi-Fi','00:81:C4:E7:18:A0','11','-72','0', '0'
'1605931860','qwerz','00:81:C4:E7:18:A2','11','-72','3', '0'
'1605931865','qwerz','00:81:C4:91:05:C2','1','-83','3', '0'
'1605931865','BVG Wi-Fi','00:81:C4:91:05:C0','1','-79','0', '0'
'1605931865','BVG Wi-Fi','00:81:C4:E7:18:A0','11','-79','0', '0'
'1605931865','qwerz','00:81:C4:E7:18:A2','11','-79','3', '0'
'1605931870','qwerz','00:81:C4:91:05:C2','1','-79','3', '0'
'1605931870','BVG Wi-Fi','00:81:C4:91:05:C0','1','-81','0', '0'
