'1605930813','BVG Wi-Fi','00:81:C4:F8:C4:00','1','-66','0', '0'
'1605930813','qwerz','00:81:C4:F8:C4:02','1','-66','3', '0'
'1605930813','qwerz','00:81:C4:6E:64:72','1','-85','3', '0'
'1605930814','BVG Wi-Fi','00:81:C4:F6:1B:30','6','-62','0', '0'
'1605930814','qwerz','00:81:C4:F6:1B:32','6','-62','3', '0'
'1605930814','BVG Wi-Fi','00:81:C4:9D:B5:D0','11','-76','0', '0'
'1605930814','qwerz','00:81:C4:9D:B5:D2','11','-76','3', '0'
'1605930819','BVG Wi-Fi','00:81:C4:F8:C4:00','1','-68','0', '0'
'1605930819','qwerz','00:81:C4:F8:C4:02','1','-67','3', '0'
'1605930819','BVG Wi-Fi','00:81:C4:F6:1B:30','6','-73','0', '0'
'1605930819','qwerz','00:81:C4:F6:1B:32','6','-73','3', '0'
'1605930819','qwerz','00:81:C4:9D:B5:D2','11','-76','3', '0'
'1605930819','BVG Wi-Fi','00:81:C4:9D:B5:D0','11','-77','0', '0'
'1605930825','BVG Wi-Fi','00:81:C4:F8:C4:00','1','-69','0', '0'
'1605930825','qwerz','00:81:C4:F8:C4:02','1','-69','3', '0'
'1605930825','BVG Wi-Fi','00:81:C4:F6:1B:30','6','-66','0', '0'
'1605930825','qwerz','00:81:C4:F6:1B:32','6','-66','3', '0'
'1605930825','BVG Wi-Fi','00:81:C4:9D:B5:D0','11','-73','0', '0'
'1605930825','qwerz','00:81:C4:9D:B5:D2','11','-73','3', '0'
'1605930830','BVG Wi-Fi','00:81:C4:F8:C4:00','1','-64','0', '0'
'1605930830','qwerz','00:81:C4:F8:C4:02','1','-64','3', '0'
'1605930830','BVG Wi-Fi','00:81:C4:F6:1B:30','6','-72','0', '0'
'1605930831','qwerz','00:81:C4:F6:1B:32','6','-73','3', '0'
'1605930831','BVG Wi-Fi','00:81:C4:9D:B5:D0','11','-70','0', '0'
'1605930831','qwerz','00:81:C4:9D:B5:D2','11','-71','3', '0'
'1605930836','BVG Wi-Fi','00:81:C4:F8:C4:00','1','-58','0', '0'
'1605930836','qwerz','00:81:C4:F8:C4:02','1','-58','3', '0'
'1605930836','qwerz','00:81:C4:9D:B5:D2','11','-79','3', '0'
'1605930836','BVG Wi-Fi','00:81:C4:9D:B5:D0','11','-80','0', '0'
'1605930842','BVG Wi-Fi','00:81:C4:F8:C4:00','1','-55','0', '0'
'1605930843','qwerz','00:81:C4:F8:C4:02','1','-56','3', '0'
'1605930843','BVG Wi-Fi','00:81:C4:F6:1B:30','6','-79','0', '0'
'1605930843','qwerz','00:81:C4:9D:B5:D2','11','-78','3', '0'
'1605930843','BVG Wi-Fi','00:81:C4:9D:B5:D0','11','-80','0', '0'
'1605930849','BVG Wi-Fi','00:81:C4:F8:C4:00','1','-37','0', '0'
'1605930849','qwerz','00:81:C4:F8:C4:02','1','-37','3', '0'
'1605930854','BVG Wi-Fi','00:81:C4:F8:C4:00','1','-62','0', '0'
'1605930854','qwerz','00:81:C4:F8:C4:02','1','-63','3', '0'
'1605930854','BVGMDA','A4:B4:39:4D:70:21','1','-88','3', '0'
'1605930854','qwerz','00:81:C4:9D:B5:D2','11','-84','3', '0'
'1605930859','BVG Wi-Fi','00:81:C4:F8:C4:00','1','-72','0', '0'
'1605930860','qwerz','00:81:C4:F8:C4:02','1','-71','3', '0'
'1605930860','qwerz','00:81:C4:6E:64:72','1','-83','3', '0'
'1605930860','BVG Wi-Fi','00:81:C4:6E:64:70','1','-82','0', '0'
'1605930860','BVG Wi-Fi','00:81:C4:9D:B5:D0','11','-68','0', '0'
'1605930860','qwerz','00:81:C4:9D:B5:D2','11','-68','3', '0'
'1605930865','BVG Wi-Fi','00:81:C4:F8:C4:00','1','-64','0', '0'
'1605930865','qwerz','00:81:C4:F8:C4:02','1','-64','3', '0'
'1605930866','BVG Wi-Fi','00:81:C4:6E:64:70','1','-82','0', '0'
'1605930866','qwerz','00:81:C4:6E:64:72','1','-81','3', '0'
'1605930866','qwerz','00:81:C4:E7:10:72','6','-82','3', '0'
'1605930866','qwerz','00:81:C4:F6:1B:32','6','-88','3', '0'
'1605930866','BVG Wi-Fi','00:81:C4:E7:10:70','6','-77','0', '0'
'1605930866','BVG Wi-Fi','00:81:C4:9D:B5:D0','11','-66','0', '0'
'1605930866','qwerz','00:81:C4:9D:B5:D2','11','-65','3', '0'
'1605930872','BVG Wi-Fi','00:81:C4:F8:C4:00','1','-61','0', '0'
'1605930872','qwerz','00:81:C4:F8:C4:02','1','-61','3', '0'
'1605930872','qwerz','00:81:C4:6E:64:72','1','-76','3', '0'
'1605930872','BVG Wi-Fi','00:81:C4:6E:64:70','1','-75','0', '0'
'1605930872','BVG Wi-Fi','00:81:C4:E7:10:70','6','-87','0', '0'
'1605930872','BVG Wi-Fi','00:81:C4:9D:B5:D0','11','-71','0', '0'
'1605930872','qwerz','00:81:C4:9D:B5:D2','11','-71','3', '0'
'1605930878','BVG Wi-Fi','00:81:C4:6E:64:70','1','-78','0', '0'
'1605930878','BVG Wi-Fi','00:81:C4:F8:C4:00','1','-77','0', '0'
'1605930878','qwerz','00:81:C4:F8:C4:02','1','-89','3', '0'
'1605930878','qwerz','00:81:C4:6E:64:72','1','-78','3', '0'
'1605930878','BVG Wi-Fi','00:81:C4:F6:1B:30','6','-86','0', '0'
'1605930878','BVG Wi-Fi','00:81:C4:9D:B5:D0','11','-63','0', '0'
'1605930878','qwerz','00:81:C4:9D:B5:D2','11','-62','3', '0'
'1605930883','qwerz','00:81:C4:F8:C4:02','1','-82','3', '0'
'1605930884','BVG Wi-Fi','00:81:C4:F8:C4:00','1','-78','0', '0'
'1605930884','BVG Wi-Fi','00:81:C4:6E:64:70','1','-80','0', '0'
'1605930884','qwerz','00:81:C4:6E:64:72','1','-83','3', '0'
'1605930884','BVG Wi-Fi','00:81:C4:F6:1B:30','6','-88','0', '0'
'1605930884','BVG Wi-Fi','00:81:C4:9D:B5:D0','11','-68','0', '0'
'1605930884','qwerz','00:81:C4:9D:B5:D2','11','-68','3', '0'
'1605930889','qwerz','00:81:C4:F8:C4:02','1','-81','3', '0'
'1605930889','BVG Wi-Fi','00:81:C4:6E:64:70','1','-74','0', '0'
'1605930889','BVG Wi-Fi','00:81:C4:F8:C4:00','1','-81','0', '0'
'1605930889','qwerz','00:81:C4:F6:1B:32','6','-86','3', '0'
'1605930889','BVG Wi-Fi','00:81:C4:F6:1B:30','6','-86','0', '0'
'1605930890','qwerz','00:81:C4:6E:64:72','1','-82','3', '0'
