'1605923803','Print','04:DA:D2:A7:0D:80','1','-79','3', '0'
'1605923803','lcb-kasseBLP2','04:DA:D2:A7:0D:81','1','-73','3', '0'
'1605923803','BVG Wi-Fi','00:81:C4:F6:13:90','1','-77','0', '0'
'1605923804','qwerz','00:81:C4:7C:CE:92','1','-83','3', '0'
'1605923804','qwerz','00:81:C4:F6:13:92','1','-78','3', '0'
'1605923804','BVG Wi-Fi','00:81:C4:7C:CE:90','1','-82','0', '0'
'1605923804','qwerz','00:81:C4:21:72:B2','6','-85','3', '0'
'1605923804','BVG Wi-Fi','00:81:C4:90:D2:70','11','-84','0', '0'
'1605923804','WLAN-FDD334','74:31:70:FD:D3:CE','11','-90','3', '0'
'1605923804','qwerz','00:81:C4:90:D2:72','11','-85','3', '0'
'1605923809','Print','04:DA:D2:A7:0D:80','1','-79','3', '0'
'1605923809','BVG Wi-Fi','00:81:C4:F6:13:90','1','-74','0', '0'
'1605923809','BVG Wi-Fi','00:81:C4:7C:CE:90','1','-78','0', '0'
'1605923809','qwerz','00:81:C4:7C:CE:92','1','-79','3', '0'
'1605923810','qwerz','00:81:C4:F6:13:92','1','-74','3', '0'
'1605923810','lcb-kasseBLP2','04:DA:D2:A7:0D:81','1','-82','3', '0'
'1605923810','BVG Wi-Fi','00:81:C4:21:72:B0','6','-84','0', '0'
'1605923810','qwerz','00:81:C4:21:72:B2','6','-85','3', '0'
'1605923810','qwerz','00:81:C4:90:D2:72','11','-81','3', '0'
'1605923810','WLAN-FDD334','74:31:70:FD:D3:CE','11','-84','3', '0'
'1605923810','BVG Wi-Fi','00:81:C4:90:D2:70','11','-79','0', '0'
'1605923815','BVG Wi-Fi','00:81:C4:7C:CE:90','1','-79','0', '0'
'1605923815','BVG Wi-Fi','00:81:C4:F6:13:90','1','-71','0', '0'
'1605923816','qwerz','00:81:C4:7C:CE:92','1','-78','3', '0'
'1605923816','qwerz','00:81:C4:F6:13:92','1','-72','3', '0'
'1605923816','Print','04:DA:D2:A7:0D:80','1','-79','3', '0'
'1605923816','lcb-kasseBLP2','04:DA:D2:A7:0D:81','1','-82','3', '0'
'1605923816','qwerz','00:81:C4:21:72:B2','6','-81','3', '0'
'1605923816','BVG Wi-Fi','00:81:C4:21:72:B0','6','-81','0', '0'
'1605923816','BVG Wi-Fi','00:81:C4:90:D2:70','11','-75','0', '0'
'1605923816','WLAN-FDD334','74:31:70:FD:D3:CE','11','-82','3', '0'
'1605923816','qwerz','00:81:C4:90:D2:72','11','-75','3', '0'
'1605923822','Print','04:DA:D2:A7:0D:80','1','-86','3', '0'
'1605923822','BVG Wi-Fi','00:81:C4:7C:CE:90','1','-79','0', '0'
'1605923822','BVG Wi-Fi','00:81:C4:F6:13:90','1','-72','0', '0'
'1605923822','qwerz','00:81:C4:F6:13:92','1','-72','3', '0'
'1605923822','lcb-kasseBLP2','04:DA:D2:A7:0D:81','1','-85','3', '0'
'1605923822','qwerz','00:81:C4:7C:CE:92','1','-80','3', '0'
'1605923822','qwerz','00:81:C4:21:72:B2','6','-84','3', '0'
'1605923822','BVG Wi-Fi','00:81:C4:21:72:B0','6','-83','0', '0'
'1605923822','WLAN-FDD334','74:31:70:FD:D3:CE','11','-85','3', '0'
'1605923822','qwerz','00:81:C4:90:D2:72','11','-80','3', '0'
'1605923823','BVG Wi-Fi','00:81:C4:90:D2:70','11','-75','0', '0'
'1605923829','Print','04:DA:D2:A7:0D:80','1','-76','3', '0'
'1605923829','lcb-kasseBLP2','04:DA:D2:A7:0D:81','1','-76','3', '0'
'1605923829','BVG Wi-Fi','00:81:C4:F6:13:90','1','-69','0', '0'
'1605923829','qwerz','00:81:C4:7C:CE:92','1','-74','3', '0'
'1605923829','qwerz','00:81:C4:F6:13:92','1','-69','3', '0'
'1605923829','BVG Wi-Fi','00:81:C4:7C:CE:90','1','-74','0', '0'
'1605923829','BVG Wi-Fi','00:81:C4:21:72:B0','6','-80','0', '0'
'1605923830','qwerz','00:81:C4:21:72:B2','6','-80','3', '0'
'1605923830','BVG Wi-Fi','00:81:C4:90:D2:70','11','-73','0', '0'
'1605923830','WLAN-FDD334','74:31:70:FD:D3:CE','11','-77','3', '0'
'1605923830','qwerz','00:81:C4:90:D2:72','11','-74','3', '0'
'1605923835','BVG Wi-Fi','00:81:C4:7C:CE:90','1','-72','0', '0'
'1605923835','BVG Wi-Fi','00:81:C4:F6:13:90','1','-68','0', '0'
'1605923835','qwerz','00:81:C4:F6:13:92','1','-68','3', '0'
'1605923836','qwerz','00:81:C4:7C:CE:92','1','-70','3', '0'
'1605923836','Print','04:DA:D2:A7:0D:80','1','-80','3', '0'
'1605923836','lcb-kasseBLP2','04:DA:D2:A7:0D:81','1','-77','3', '0'
'1605923836','BVG Wi-Fi','00:81:C4:21:72:B0','6','-80','0', '0'
'1605923836','qwerz','00:81:C4:21:72:B2','6','-78','3', '0'
'1605923836','o2-WLAN98','1C:74:0D:6E:36:35','10','-88','3', '0'
'1605923836','BVG Wi-Fi','00:81:C4:90:D2:70','11','-62','0', '0'
'1605923836','WLAN-FDD334','74:31:70:FD:D3:CE','11','-81','3', '0'
'1605923837','qwerz','00:81:C4:90:D2:72','11','-61','3', '0'
'1605923842','lcb-kasseBLP2','04:DA:D2:A7:0D:81','1','-72','3', '0'
'1605923842','BVG Wi-Fi','00:81:C4:7C:CE:90','1','-76','0', '0'
